Дата,Час,Код цифровий,Код літерний,Кількість одиниць,Назва валюти,"Офіційний курс гривні, грн"
12.06.2024,00.00,840,USD,1,Долар США,40.5178
13.06.2024,00.00,840,USD,1,Долар США,40.4441
14.06.2024,00.00,840,USD,1,Долар США,40.6908
15.06.2024,00.00,840,USD,1,Долар США,40.6908
16.06.2024,00.00,840,USD,1,Долар США,40.6908
17.06.2024,00.00,840,USD,1,Долар США,40.649
18.06.2024,00.00,840,USD,1,Долар США,40.6485
19.06.2024,00.00,840,USD,1,Долар США,40.5493
20.06.2024,00.00,840,USD,1,Долар США,40.5381
21.06.2024,00.00,840,USD,1,Долар США,40.5184
22.06.2024,00.00,840,USD,1,Долар США,40.5184
23.06.2024,00.00,840,USD,1,Долар США,40.5184
24.06.2024,00.00,840,USD,1,Долар США,40.4478
25.06.2024,00.00,840,USD,1,Долар США,40.5505
26.06.2024,00.00,840,USD,1,Долар США,40.6545
27.06.2024,00.00,840,USD,1,Долар США,40.5138
28.06.2024,00.00,840,USD,1,Долар США,40.5374
29.06.2024,00.00,840,USD,1,Долар США,40.5374
30.06.2024,00.00,840,USD,1,Долар США,40.5374
01.07.2024,00.00,840,USD,1,Долар США,40.4542
02.07.2024,00.00,840,USD,1,Долар США,40.6413
03.07.2024,00.00,840,USD,1,Долар США,40.7476
04.07.2024,00.00,840,USD,1,Долар США,40.7599
05.07.2024,00.00,840,USD,1,Долар США,40.5458
06.07.2024,00.00,840,USD,1,Долар США,40.5458
07.07.2024,00.00,840,USD,1,Долар США,40.5458
08.07.2024,00.00,840,USD,1,Долар США,40.542
09.07.2024,00.00,840,USD,1,Долар США,40.7
10.07.2024,00.00,840,USD,1,Долар США,40.7662
11.07.2024,00.00,840,USD,1,Долар США,40.7146
12.07.2024,00.00,840,USD,1,Долар США,40.8823
13.07.2024,00.00,840,USD,1,Долар США,40.8823
14.07.2024,00.00,840,USD,1,Долар США,40.8823
15.07.2024,00.00,840,USD,1,Долар США,41.0434
16.07.2024,00.00,840,USD,1,Долар США,41.0107
17.07.2024,00.00,840,USD,1,Долар США,41.2575
18.07.2024,00.00,840,USD,1,Долар США,41.4627
19.07.2024,00.00,840,USD,1,Долар США,41.422
20.07.2024,00.00,840,USD,1,Долар США,41.422
21.07.2024,00.00,840,USD,1,Долар США,41.422
22.07.2024,00.00,840,USD,1,Долар США,41.4912
23.07.2024,00.00,840,USD,1,Долар США,41.3369
24.07.2024,00.00,840,USD,1,Долар США,41.2316
25.07.2024,00.00,840,USD,1,Долар США,41.2174
26.07.2024,00.00,840,USD,1,Долар США,41.1977
27.07.2024,00.00,840,USD,1,Долар США,41.1977
28.07.2024,00.00,840,USD,1,Долар США,41.1977
29.07.2024,00.00,840,USD,1,Долар США,41.098
30.07.2024,00.00,840,USD,1,Долар США,41.0478
31.07.2024,00.00,840,USD,1,Долар США,41.0291
01.08.2024,00.00,840,USD,1,Долар США,41.0063
02.08.2024,00.00,840,USD,1,Долар США,41.139
03.08.2024,00.00,840,USD,1,Долар США,41.139
04.08.2024,00.00,840,USD,1,Долар США,41.139
05.08.2024,00.00,840,USD,1,Долар США,41.225
06.08.2024,00.00,840,USD,1,Долар США,41.1966
07.08.2024,00.00,840,USD,1,Долар США,41.0381
08.08.2024,00.00,840,USD,1,Долар США,40.9847
09.08.2024,00.00,840,USD,1,Долар США,40.9926
10.08.2024,00.00,840,USD,1,Долар США,40.9926
11.08.2024,00.00,840,USD,1,Долар США,40.9926
12.08.2024,00.00,840,USD,1,Долар США,41.119
13.08.2024,00.00,840,USD,1,Долар США,41.283
14.08.2024,00.00,840,USD,1,Долар США,41.3464
15.08.2024,00.00,840,USD,1,Долар США,41.3262
16.08.2024,00.00,840,USD,1,Долар США,41.1382
17.08.2024,00.00,840,USD,1,Долар США,41.1382
18.08.2024,00.00,840,USD,1,Долар США,41.1382
19.08.2024,00.00,840,USD,1,Долар США,41.211
20.08.2024,00.00,840,USD,1,Долар США,41.3027
21.08.2024,00.00,840,USD,1,Долар США,41.3459
22.08.2024,00.00,840,USD,1,Долар США,41.2975
23.08.2024,00.00,840,USD,1,Долар США,41.2881
24.08.2024,00.00,840,USD,1,Долар США,41.2881
25.08.2024,00.00,840,USD,1,Долар США,41.2881
26.08.2024,00.00,840,USD,1,Долар США,41.2236
27.08.2024,00.00,840,USD,1,Долар США,41.3591
28.08.2024,00.00,840,USD,1,Долар США,41.3008
29.08.2024,00.00,840,USD,1,Долар США,41.2508
30.08.2024,00.00,840,USD,1,Долар США,41.1901
31.08.2024,00.00,840,USD,1,Долар США,41.1901
01.09.2024,00.00,840,USD,1,Долар США,41.1901
02.09.2024,00.00,840,USD,1,Долар США,41.0592
03.09.2024,00.00,840,USD,1,Долар США,41.0976
04.09.2024,00.00,840,USD,1,Долар США,41.264
05.09.2024,00.00,840,USD,1,Долар США,41.2766
06.09.2024,00.00,840,USD,1,Долар США,41.089
07.09.2024,00.00,840,USD,1,Долар США,41.089
08.09.2024,00.00,840,USD,1,Долар США,41.089
09.09.2024,00.00,840,USD,1,Долар США,41.0168
10.09.2024,00.00,840,USD,1,Долар США,41.0948
11.09.2024,00.00,840,USD,1,Долар США,41.14
12.09.2024,00.00,840,USD,1,Долар США,41.1855
13.09.2024,00.00,840,USD,1,Долар США,41.2743
14.09.2024,00.00,840,USD,1,Долар США,41.2743
15.09.2024,00.00,840,USD,1,Долар США,41.2743
16.09.2024,00.00,840,USD,1,Долар США,41.3171
17.09.2024,00.00,840,USD,1,Долар США,41.3591
18.09.2024,00.00,840,USD,1,Долар США,41.41
19.09.2024,00.00,840,USD,1,Долар США,41.4508
20.09.2024,00.00,840,USD,1,Долар США,41.4445
21.09.2024,00.00,840,USD,1,Долар США,41.4445
22.09.2024,00.00,840,USD,1,Долар США,41.4445
23.09.2024,00.00,840,USD,1,Долар США,41.3481
24.09.2024,00.00,840,USD,1,Долар США,41.3567
25.09.2024,00.00,840,USD,1,Долар США,41.3744
26.09.2024,00.00,840,USD,1,Долар США,41.2647
27.09.2024,00.00,840,USD,1,Долар США,41.2085
28.09.2024,00.00,840,USD,1,Долар США,41.2085
29.09.2024,00.00,840,USD,1,Долар США,41.2085
30.09.2024,00.00,840,USD,1,Долар США,41.1664
01.10.2024,00.00,840,USD,1,Долар США,41.2199
02.10.2024,00.00,840,USD,1,Долар США,41.2476
03.10.2024,00.00,840,USD,1,Долар США,41.2755
04.10.2024,00.00,840,USD,1,Долар США,41.2202
05.10.2024,00.00,840,USD,1,Долар США,41.2202
06.10.2024,00.00,840,USD,1,Долар США,41.2202
07.10.2024,00.00,840,USD,1,Долар США,41.1859
08.10.2024,00.00,840,USD,1,Долар США,41.1961
09.10.2024,00.00,840,USD,1,Долар США,41.1756
10.10.2024,00.00,840,USD,1,Долар США,41.1934
11.10.2024,00.00,840,USD,1,Долар США,41.2072
12.10.2024,00.00,840,USD,1,Долар США,41.2072
13.10.2024,00.00,840,USD,1,Долар США,41.2072
14.10.2024,00.00,840,USD,1,Долар США,41.1891
15.10.2024,00.00,840,USD,1,Долар США,41.1963
16.10.2024,00.00,840,USD,1,Долар США,41.2139
17.10.2024,00.00,840,USD,1,Долар США,41.2256
18.10.2024,00.00,840,USD,1,Долар США,41.2351
19.10.2024,00.00,840,USD,1,Долар США,41.2351
20.10.2024,00.00,840,USD,1,Долар США,41.2351
21.10.2024,00.00,840,USD,1,Долар США,41.2308
22.10.2024,00.00,840,USD,1,Долар США,41.2833
23.10.2024,00.00,840,USD,1,Долар США,41.3313
24.10.2024,00.00,840,USD,1,Долар США,41.2739
25.10.2024,00.00,840,USD,1,Долар США,41.263
26.10.2024,00.00,840,USD,1,Долар США,41.263
27.10.2024,00.00,840,USD,1,Долар США,41.263
28.10.2024,00.00,840,USD,1,Долар США,41.3135
29.10.2024,00.00,840,USD,1,Долар США,41.3292
30.10.2024,00.00,840,USD,1,Долар США,41.3798
31.10.2024,00.00,840,USD,1,Долар США,41.279
01.11.2024,00.00,840,USD,1,Долар США,41.2194
02.11.2024,00.00,840,USD,1,Долар США,41.2194
03.11.2024,00.00,840,USD,1,Долар США,41.2194
04.11.2024,00.00,840,USD,1,Долар США,41.2891
05.11.2024,00.00,840,USD,1,Долар США,41.3954
06.11.2024,00.00,840,USD,1,Долар США,41.4375
07.11.2024,00.00,840,USD,1,Долар США,41.4562
08.11.2024,00.00,840,USD,1,Долар США,41.3589
09.11.2024,00.00,840,USD,1,Долар США,41.3589
10.11.2024,00.00,840,USD,1,Долар США,41.3589
11.11.2024,00.00,840,USD,1,Долар США,41.2982
12.11.2024,00.00,840,USD,1,Долар США,41.2981
13.11.2024,00.00,840,USD,1,Долар США,41.3763
14.11.2024,00.00,840,USD,1,Долар США,41.3413
15.11.2024,00.00,840,USD,1,Долар США,41.2446
16.11.2024,00.00,840,USD,1,Долар США,41.2446
17.11.2024,00.00,840,USD,1,Долар США,41.2446
18.11.2024,00.00,840,USD,1,Долар США,41.2796
19.11.2024,00.00,840,USD,1,Долар США,41.3715
20.11.2024,00.00,840,USD,1,Долар США,41.331
21.11.2024,00.00,840,USD,1,Долар США,41.2533
22.11.2024,00.00,840,USD,1,Долар США,41.286
23.11.2024,00.00,840,USD,1,Долар США,41.286
24.11.2024,00.00,840,USD,1,Долар США,41.286
25.11.2024,00.00,840,USD,1,Долар США,41.3193
26.11.2024,00.00,840,USD,1,Долар США,41.4387
27.11.2024,00.00,840,USD,1,Долар США,41.5035
28.11.2024,00.00,840,USD,1,Долар США,41.601
29.11.2024,00.00,840,USD,1,Долар США,41.5956
30.11.2024,00.00,840,USD,1,Долар США,41.5956
01.12.2024,00.00,840,USD,1,Долар США,41.5956
02.12.2024,00.00,840,USD,1,Долар США,41.5847
03.12.2024,00.00,840,USD,1,Долар США,41.6461
04.12.2024,00.00,840,USD,1,Долар США,41.6972
05.12.2024,00.00,840,USD,1,Долар США,41.6628
06.12.2024,00.00,840,USD,1,Долар США,41.5975
07.12.2024,00.00,840,USD,1,Долар США,41.5975
08.12.2024,00.00,840,USD,1,Долар США,41.5975
09.12.2024,00.00,840,USD,1,Долар США,41.4446
10.12.2024,00.00,840,USD,1,Долар США,41.5093
11.12.2024,00.00,840,USD,1,Долар США,41.6119
12.12.2024,00.00,840,USD,1,Долар США,41.6941
13.12.2024,00.00,840,USD,1,Долар США,41.6588
14.12.2024,00.00,840,USD,1,Долар США,41.6588
15.12.2024,00.00,840,USD,1,Долар США,41.6588
16.12.2024,00.00,840,USD,1,Долар США,41.607
17.12.2024,00.00,840,USD,1,Долар США,41.7403
18.12.2024,00.00,840,USD,1,Долар США,41.8271
19.12.2024,00.00,840,USD,1,Долар США,41.9048
20.12.2024,00.00,840,USD,1,Долар США,41.9292
21.12.2024,00.00,840,USD,1,Долар США,41.9292
22.12.2024,00.00,840,USD,1,Долар США,41.9292
23.12.2024,00.00,840,USD,1,Долар США,41.8761
24.12.2024,00.00,840,USD,1,Долар США,41.991
25.12.2024,00.00,840,USD,1,Долар США,41.9875
26.12.2024,00.00,840,USD,1,Долар США,41.8623
27.12.2024,00.00,840,USD,1,Долар США,41.8447
28.12.2024,00.00,840,USD,1,Долар США,41.8447
29.12.2024,00.00,840,USD,1,Долар США,41.8447
30.12.2024,00.00,840,USD,1,Долар США,41.9403
31.12.2024,00.00,840,USD,1,Долар США,42.039
01.01.2025,00.00,840,USD,1,Долар США,42.0295
02.01.2025,00.00,840,USD,1,Долар США,41.9725
03.01.2025,00.00,840,USD,1,Долар США,42.0385
04.01.2025,00.00,840,USD,1,Долар США,42.0385
05.01.2025,00.00,840,USD,1,Долар США,42.0385
06.01.2025,00.00,840,USD,1,Долар США,42.0889
07.01.2025,00.00,840,USD,1,Долар США,42.1959
08.01.2025,00.00,840,USD,1,Долар США,42.2297
09.01.2025,00.00,840,USD,1,Долар США,42.2361
10.01.2025,00.00,840,USD,1,Долар США,42.2825
11.01.2025,00.00,840,USD,1,Долар США,42.2825
12.01.2025,00.00,840,USD,1,Долар США,42.2825
13.01.2025,00.00,840,USD,1,Долар США,42.2841
14.01.2025,00.00,840,USD,1,Долар США,42.2692
15.01.2025,00.00,840,USD,1,Долар США,42.2734
16.01.2025,00.00,840,USD,1,Долар США,42.2659
17.01.2025,00.00,840,USD,1,Долар США,42.1729
18.01.2025,00.00,840,USD,1,Долар США,42.1729
19.01.2025,00.00,840,USD,1,Долар США,42.1729
20.01.2025,00.00,840,USD,1,Долар США,42.1257
21.01.2025,00.00,840,USD,1,Долар США,42.1551
22.01.2025,00.00,840,USD,1,Долар США,42.1661
23.01.2025,00.00,840,USD,1,Долар США,42.0325
24.01.2025,00.00,840,USD,1,Долар США,41.9751
25.01.2025,00.00,840,USD,1,Долар США,41.9751
26.01.2025,00.00,840,USD,1,Долар США,41.9751
27.01.2025,00.00,840,USD,1,Долар США,41.9253
28.01.2025,00.00,840,USD,1,Долар США,41.9479
29.01.2025,00.00,840,USD,1,Долар США,42.0195
30.01.2025,00.00,840,USD,1,Долар США,41.9294
31.01.2025,00.00,840,USD,1,Долар США,41.8242
01.02.2025,00.00,840,USD,1,Долар США,41.8242
02.02.2025,00.00,840,USD,1,Долар США,41.8242
03.02.2025,00.00,840,USD,1,Долар США,41.7263
04.02.2025,00.00,840,USD,1,Долар США,41.7908
05.02.2025,00.00,840,USD,1,Долар США,41.7558
06.02.2025,00.00,840,USD,1,Долар США,41.6584
07.02.2025,00.00,840,USD,1,Долар США,41.4897
08.02.2025,00.00,840,USD,1,Долар США,41.4897
09.02.2025,00.00,840,USD,1,Долар США,41.4897
10.02.2025,00.00,840,USD,1,Долар США,41.4733
11.02.2025,00.00,840,USD,1,Долар США,41.5936
12.02.2025,00.00,840,USD,1,Долар США,41.6696
13.02.2025,00.00,840,USD,1,Долар США,41.7927
14.02.2025,00.00,840,USD,1,Долар США,41.7996
15.02.2025,00.00,840,USD,1,Долар США,41.7996
16.02.2025,00.00,840,USD,1,Долар США,41.7996
17.02.2025,00.00,840,USD,1,Долар США,41.6299
18.02.2025,00.00,840,USD,1,Долар США,41.5554
19.02.2025,00.00,840,USD,1,Долар США,41.5705
20.02.2025,00.00,840,USD,1,Долар США,41.6814
21.02.2025,00.00,840,USD,1,Долар США,41.7316
22.02.2025,00.00,840,USD,1,Долар США,41.7316
23.02.2025,00.00,840,USD,1,Долар США,41.7316
24.02.2025,00.00,840,USD,1,Долар США,41.5919
25.02.2025,00.00,840,USD,1,Долар США,41.7015
26.02.2025,00.00,840,USD,1,Долар США,41.7358
27.02.2025,00.00,840,USD,1,Долар США,41.639
28.02.2025,00.00,840,USD,1,Долар США,41.514
01.03.2025,00.00,840,USD,1,Долар США,41.514
02.03.2025,00.00,840,USD,1,Долар США,41.514
03.03.2025,00.00,840,USD,1,Долар США,41.4313
04.03.2025,00.00,840,USD,1,Долар США,41.5911
05.03.2025,00.00,840,USD,1,Долар США,41.5782
06.03.2025,00.00,840,USD,1,Долар США,41.368
07.03.2025,00.00,840,USD,1,Долар США,41.2742
08.03.2025,00.00,840,USD,1,Долар США,41.2742
09.03.2025,00.00,840,USD,1,Долар США,41.2742
10.03.2025,00.00,840,USD,1,Долар США,41.2127
11.03.2025,00.00,840,USD,1,Долар США,41.287
12.03.2025,00.00,840,USD,1,Долар США,41.4124
13.03.2025,00.00,840,USD,1,Долар США,41.5076
14.03.2025,00.00,840,USD,1,Долар США,41.527
15.03.2025,00.00,840,USD,1,Долар США,41.527
16.03.2025,00.00,840,USD,1,Долар США,41.527
17.03.2025,00.00,840,USD,1,Долар США,41.5098
18.03.2025,00.00,840,USD,1,Долар США,41.4395
19.03.2025,00.00,840,USD,1,Долар США,41.5658
20.03.2025,00.00,840,USD,1,Долар США,41.573
21.03.2025,00.00,840,USD,1,Долар США,41.541
22.03.2025,00.00,840,USD,1,Долар США,41.541
23.03.2025,00.00,840,USD,1,Долар США,41.541
24.03.2025,00.00,840,USD,1,Долар США,41.5277
25.03.2025,00.00,840,USD,1,Долар США,41.6446
26.03.2025,00.00,840,USD,1,Долар США,41.6949
27.03.2025,00.00,840,USD,1,Долар США,41.5644
28.03.2025,00.00,840,USD,1,Долар США,41.4863
29.03.2025,00.00,840,USD,1,Долар США,41.4863
30.03.2025,00.00,840,USD,1,Долар США,41.4863
31.03.2025,00.00,840,USD,1,Долар США,41.4787
01.04.2025,00.00,840,USD,1,Долар США,41.4228
02.04.2025,00.00,840,USD,1,Долар США,41.373
03.04.2025,00.00,840,USD,1,Долар США,41.3162
04.04.2025,00.00,840,USD,1,Долар США,41.3426
05.04.2025,00.00,840,USD,1,Долар США,41.3426
06.04.2025,00.00,840,USD,1,Долар США,41.3426
07.04.2025,00.00,840,USD,1,Долар США,41.1941
08.04.2025,00.00,840,USD,1,Долар США,41.0807
09.04.2025,00.00,840,USD,1,Долар США,41.174
10.04.2025,00.00,840,USD,1,Долар США,41.2751
11.04.2025,00.00,840,USD,1,Долар США,41.4031
12.04.2025,00.00,840,USD,1,Долар США,41.4031
13.04.2025,00.00,840,USD,1,Долар США,41.4031
14.04.2025,00.00,840,USD,1,Долар США,41.3879
15.04.2025,00.00,840,USD,1,Долар США,41.3153
16.04.2025,00.00,840,USD,1,Долар США,41.1753
17.04.2025,00.00,840,USD,1,Долар США,41.2152
18.04.2025,00.00,840,USD,1,Долар США,41.3825
19.04.2025,00.00,840,USD,1,Долар США,41.3825
20.04.2025,00.00,840,USD,1,Долар США,41.3825
21.04.2025,00.00,840,USD,1,Долар США,41.3955
22.04.2025,00.00,840,USD,1,Долар США,41.3785
23.04.2025,00.00,840,USD,1,Долар США,41.5185
24.04.2025,00.00,840,USD,1,Долар США,41.6707
25.04.2025,00.00,840,USD,1,Долар США,41.689
26.04.2025,00.00,840,USD,1,Долар США,41.689
27.04.2025,00.00,840,USD,1,Долар США,41.689
28.04.2025,00.00,840,USD,1,Долар США,41.7513
29.04.2025,00.00,840,USD,1,Долар США,41.7441
30.04.2025,00.00,840,USD,1,Долар США,41.5647
01.05.2025,00.00,840,USD,1,Долар США,41.4706
02.05.2025,00.00,840,USD,1,Долар США,41.5945
03.05.2025,00.00,840,USD,1,Долар США,41.5945
04.05.2025,00.00,840,USD,1,Долар США,41.5945
05.05.2025,00.00,840,USD,1,Долар США,41.7091
06.05.2025,00.00,840,USD,1,Долар США,41.6036
07.05.2025,00.00,840,USD,1,Долар США,41.4544
08.05.2025,00.00,840,USD,1,Долар США,41.4388
09.05.2025,00.00,840,USD,1,Долар США,41.5113
10.05.2025,00.00,840,USD,1,Долар США,41.5113
11.05.2025,00.00,840,USD,1,Долар США,41.5113
12.05.2025,00.00,840,USD,1,Долар США,41.547
13.05.2025,00.00,840,USD,1,Долар США,41.5387
14.05.2025,00.00,840,USD,1,Долар США,41.5004
15.05.2025,00.00,840,USD,1,Долар США,41.5376
16.05.2025,00.00,840,USD,1,Долар США,41.4709
17.05.2025,00.00,840,USD,1,Долар США,41.4709
18.05.2025,00.00,840,USD,1,Долар США,41.4709
19.05.2025,00.00,840,USD,1,Долар США,41.4983
20.05.2025,00.00,840,USD,1,Долар США,41.576
21.05.2025,00.00,840,USD,1,Долар США,41.4851
22.05.2025,00.00,840,USD,1,Долар США,41.436
23.05.2025,00.00,840,USD,1,Долар США,41.4999
24.05.2025,00.00,840,USD,1,Долар США,41.4999
25.05.2025,00.00,840,USD,1,Долар США,41.4999
26.05.2025,00.00,840,USD,1,Долар США,41.5094